fecha,usuarios sin suministro edesur,usuarios sin suministro edenor
2016-02-0219:10:04,0,7204
2016-02-0220:10:05,3375,4225
2016-02-0221:10:04,3375,3523
2016-02-0222:10:05,0,1970
2016-02-0223:10:05,0,4
2016-02-0300:10:05,0,4
2016-02-0301:10:04,2148,4294
2016-02-0302:10:04,5197,2781
2016-02-0303:10:04,3395,2781
2016-02-0304:10:04,6749,2781
2016-02-0305:10:03,6749,2781
2016-02-0306:10:04,1393,2
2016-02-0307:10:04,1393,2
2016-02-0308:10:04,3638,3532
2016-02-0309:10:04,1806,4311
2016-02-0310:10:04,0,4024
2016-02-0311:10:04,0,3311
2016-02-0312:10:04,0,3420
2016-02-0313:10:09,0,2668
2016-02-0314:10:12,5023,1195
2016-02-0315:10:06,6,955
2016-02-0316:10:09,6,8192
2016-02-0317:10:05,1604,7530
2016-02-0318:10:04,5460,8028
2016-02-0319:10:03,4227,6802
2016-02-0320:10:04,4288,3637
2016-02-0321:10:06,3847,3637
2016-02-0322:10:05,3841,3534
2016-02-0323:10:04,197,3536
2016-02-0400:10:07,197,3536
2016-02-0401:10:04,63,1694
2016-02-0402:10:04,1619,2132
2016-02-0403:10:05,4362,246
2016-02-0404:10:03,0,246
2016-02-0405:10:04,0,246
2016-02-0406:10:03,0,3728
2016-02-0407:10:04,0,3728
2016-02-0408:10:04,4621,8170
2016-02-0409:10:05,4621,6751
2016-02-0410:10:04,2717,11009
2016-02-0411:10:04,2717,10023
2016-02-0412:10:04,2717,6654
2016-02-0413:10:05,0,6937
2016-02-0414:10:04,0,4103
2016-02-0415:10:04,0,4102
2016-02-0416:10:05,6538,5189
2016-02-0417:10:05,776,7527
2016-02-0418:10:04,776,7040
2016-02-0419:10:04,9238,9778
2016-02-0420:10:04,9238,3076
2016-02-0421:10:04,5358,1606
2016-02-0422:10:05,15757,575
2016-02-0423:10:05,15710,502
2016-02-0500:10:04,15710,502
2016-02-0501:10:04,6999,3750
2016-02-0502:10:23,11453,99
2016-02-0503:10:04,6046,99
2016-02-0504:10:04,1,99
2016-02-0505:10:04,1,99
2016-02-0506:10:03,1,111
2016-02-0507:10:04,556,111
2016-02-0508:10:04,4472,111
2016-02-0509:10:04,3670,4986
2016-02-0510:10:04,631,8688
2016-02-0511:10:04,948,10454
2016-02-0512:10:04,606,5791
2016-02-0513:10:04,5150,6746
2016-02-0514:10:04,1345,5832
2016-02-0515:10:06,1345,5233
2016-02-0516:10:03,12408,4685
2016-02-0517:10:04,13873,4627
2016-02-0518:10:04,13690,4532
2016-02-0519:10:04,13690,2952
2016-02-0520:10:04,16334,2597
2016-02-0521:10:04,8622,2597
2016-02-0522:10:05,1291,8984
2016-02-0523:10:04,1291,1353
2016-02-0600:10:04,1291,1353
2016-02-0601:10:04,709,0
2016-02-0602:10:05,7990,0
2016-02-0603:10:04,533,0
2016-02-0604:10:04,2,0
2016-02-0605:10:04,2,0
2016-02-0606:10:05,1272,0
2016-02-0607:10:05,2,0
2016-02-0608:10:04,2,0
2016-02-0609:10:04,2,100
2016-02-0610:10:05,2,2782
2016-02-0611:10:05,2,9671
2016-02-0612:10:04,3189,2154
2016-02-0613:10:04,2,1556
2016-02-0614:10:05,2,690
2016-02-0615:10:09,2,406
2016-02-0616:10:04,2,219
2016-02-0617:10:05,2,5416
2016-02-0618:10:04,2,11007
2016-02-0619:10:04,2,13923
2016-02-0620:10:04,2,13923
2016-02-0621:10:04,2,6151
2016-02-0622:10:04,2583,8719
2016-02-0623:10:04,2,8719
2016-02-0700:10:05,2,8719
2016-02-0701:10:05,3519,8719
2016-02-0702:10:03,483,1418
2016-02-0703:10:04,483,299
2016-02-0704:10:04,4390,197
2016-02-0705:10:04,561,197
2016-02-0706:10:04,560,4913
2016-02-0707:10:03,560,197
2016-02-0708:10:04,560,2313
2016-02-0709:10:04,3631,1190
2016-02-0710:10:04,8385,824
2016-02-0711:10:04,13315,824
2016-02-0712:10:04,10727,917
2016-02-0713:10:04,6148,4907
2016-02-0714:10:05,5979,7456
2016-02-0715:10:04,5420,11647
2016-02-0716:10:06,8438,10055
2016-02-0717:10:04,2530,11677
2016-02-0718:10:04,11538,25819
2016-02-0719:10:04,27395,51832
2016-02-0720:10:05,19016,43496
2016-02-0721:10:05,11175,47224
2016-02-0722:10:04,10277,46208
2016-02-0723:10:05,5787,37387
2016-02-0800:10:04,5787,37387
2016-02-0801:10:05,5787,34304
2016-02-0802:10:04,2885,26432
2016-02-0803:10:04,640,11205
2016-02-0804:10:03,640,8432
2016-02-0805:10:04,640,9783
2016-02-0806:10:04,76,8386
2016-02-0807:10:03,76,6251
2016-02-0808:10:04,76,9649
2016-02-0809:10:04,76,11413
2016-02-0810:10:04,76,7342
2016-02-0811:10:04,76,6702
2016-02-0812:10:03,76,3816
2016-02-0813:10:05,3651,3816
2016-02-0814:10:04,3292,3816
2016-02-0815:10:07,3292,7277
2016-02-0816:10:07,4835,3936
2016-02-0817:10:05,4892,1802
2016-02-0818:10:04,2787,1513
2016-02-0819:10:04,4393,336
2016-02-0820:10:04,3236,336
2016-02-0821:10:08,3096,179
2016-02-0822:10:06,2579,70
2016-02-0823:10:06,982,1301
2016-02-0900:10:05,982,1301
2016-02-0901:10:04,1024,292
2016-02-0902:10:08,2903,1785
2016-02-0903:10:05,11770,5339
2016-02-0904:10:04,16843,7827
2016-02-0905:10:04,9492,838
2016-02-0906:10:04,9391,3941
2016-02-0907:10:04,4318,3941
2016-02-0908:10:05,4522,2965
2016-02-0909:10:03,3536,2726
2016-02-0910:10:04,3487,1028
2016-02-0911:10:04,6000,387
2016-02-0912:10:04,2858,387
2016-02-0913:10:04,5096,387
2016-02-0914:10:04,7102,1287
2016-02-0915:10:06,4947,5401
2016-02-0916:10:05,2236,1421
2016-02-0917:10:06,2,1256
2016-02-0918:10:05,2,1061
2016-02-0919:10:04,2,14
2016-02-0920:10:04,2,14
2016-02-0921:10:05,5594,2146
2016-02-0922:10:06,1,861
2016-02-0923:10:04,1,3002
2016-02-1000:10:05,1,3002
2016-02-1001:10:06,1,643
2016-02-1002:10:04,1,424
2016-02-1003:10:04,1,424
2016-02-1004:10:04,3613,4321
2016-02-1005:10:04,3613,4321
2016-02-1006:10:04,906,59
2016-02-1007:10:04,2335,3323
2016-02-1008:10:04,2335,3323
2016-02-1009:10:04,5223,1363
2016-02-1010:10:04,10535,2307
2016-02-1011:10:04,9224,1747
2016-02-1012:10:04,7748,2187
2016-02-1013:10:05,9009,1353
2016-02-1014:10:05,8454,5876
2016-02-1015:10:04,2586,6096
2016-02-1016:10:06,1831,1525
2016-02-1017:10:05,694,3869
2016-02-1018:10:04,6547,5276
2016-02-1019:10:04,6547,2789
2016-02-1020:10:03,6546,1988
2016-02-1021:10:04,2539,1449
2016-02-1023:10:07,1547,4099
2016-02-1100:10:05,1547,4099
2016-02-1101:10:05,1547,4099
2016-02-1102:10:03,15172,7268
2016-02-1103:10:04,3393,3670
2016-02-1104:10:04,3393,2815
2016-02-1105:10:04,0,2814
2016-02-1106:10:04,0,5486
2016-02-1107:10:04,3510,5486
2016-02-1108:10:04,2740,2968
2016-02-1109:10:04,2026,2814
2016-02-1110:10:04,3179,3263
2016-02-1111:10:04,3026,3263
2016-02-1112:10:04,2026,2814
2016-02-1113:10:05,0,2814
2016-02-1114:10:06,0,3339
2016-02-1115:10:06,0,7919
2016-02-1116:10:07,0,7919
2016-02-1117:10:04,6167,3903
2016-02-1118:10:04,5879,3946
2016-02-1119:10:03,12921,3944
2016-02-1120:10:03,12093,2340
2016-02-1121:10:04,16449,2057
2016-02-1122:10:05,7733,4444
2016-02-1123:10:06,14004,4293
2016-02-1200:10:04,14004,4293
2016-02-1201:10:04,11598,4293
2016-02-1202:10:04,8242,5434
2016-02-1203:10:04,6538,5434
2016-02-1204:10:03,5579,18672
2016-02-1205:10:04,5579,4134
2016-02-1206:10:04,11336,306
2016-02-1207:10:05,11336,306
2016-02-1208:10:04,11336,306
2016-02-1209:10:04,10084,306
2016-02-1210:10:04,5681,306
2016-02-1211:10:04,5581,2607
2016-02-1212:10:06,2401,2607
2016-02-1213:10:04,2401,18477
2016-02-1214:10:05,2401,3458
2016-02-1215:10:05,14464,8559
2016-02-1216:10:04,15833,43204
2016-02-1217:10:04,19228,35922
2016-02-1218:10:04,33960,31912
2016-02-1219:10:05,43224,6964
2016-02-1220:10:04,37255,9869
2016-02-1221:10:03,51165,17913
2016-02-1222:10:04,50202,17621
2016-02-1223:10:06,45760,30954
2016-02-1300:10:05,45760,30954
2016-02-1301:10:05,67675,28922
2016-02-1302:10:06,77714,65262
2016-02-1303:10:08,78709,58989
2016-02-1304:10:04,77289,54056
2016-02-1305:10:04,64866,47586
2016-02-1306:10:04,55295,34897
2016-02-1307:10:04,58669,34300
2016-02-1308:10:04,56347,32829
2016-02-1309:10:03,55220,32519
2016-02-1310:10:04,46294,28392
2016-02-1311:10:04,51320,27817
2016-02-1312:10:04,46889,32983
2016-02-1313:10:08,46889,30252
2016-02-1314:10:04,48523,22745
2016-02-1315:10:05,38808,20870
2016-02-1316:10:07,39065,18244
2016-02-1317:10:07,39143,17805
2016-02-1318:10:05,28326,11690
2016-02-1319:10:04,26504,8143
2016-02-1320:10:04,26504,8191
2016-02-1321:10:04,21890,11337
2016-02-1322:10:06,21661,11337
2016-02-1323:10:06,21661,8717
2016-02-1400:10:05,21661,8717
2016-02-1401:10:04,21661,3740
2016-02-1402:10:04,21884,4395
2016-02-1403:10:04,21884,4240
2016-02-1404:10:04,21884,2288
2016-02-1405:10:04,21884,1724
2016-02-1406:10:04,21884,1464
2016-02-1407:10:04,21884,4424
2016-02-1408:10:04,21884,6284
2016-02-1409:10:04,24281,2814
2016-02-1410:10:04,26733,9762
2016-02-1411:10:03,26733,9018
2016-02-1412:10:06,19970,6470
2016-02-1413:10:03,19970,3310
2016-02-1414:10:06,19970,3737
2016-02-1415:10:05,21182,5272
2016-02-1416:10:04,21182,2461
2016-02-1417:10:04,19946,3781
2016-02-1418:10:04,19934,2800
2016-02-1419:10:04,19934,5348
2016-02-1420:10:04,19934,2607
2016-02-1421:10:04,19934,2808
2016-02-1423:10:04,15285,2808
2016-02-1510:10:05,15285,2808
2016-02-1511:10:04,194,428
2016-02-1512:10:04,0,2831
2016-02-1513:10:04,0,5060
2016-02-1514:10:06,1352,7702
2016-02-1515:10:04,6063,22515
2016-02-1516:10:07,6063,26645
2016-02-1517:10:05,32891,16931
2016-02-1518:10:04,28205,10066
2016-02-1519:10:03,11871,16761
2016-02-1520:10:07,6163,13853
2016-02-1521:10:03,11484,21426
2016-02-1522:10:04,11484,26768
2016-02-1523:10:06,11484,20819
2016-02-1600:10:06,11484,14644
2016-02-1601:10:04,11484,14644
2016-02-1602:10:04,10650,23249
2016-02-1603:10:06,0,16969
2016-02-1604:10:04,1515,5840
2016-02-1605:10:04,1515,5840
2016-02-1606:10:03,5382,4197
2016-02-1607:10:04,1001,4197
2016-02-1608:10:03,696,4995
2016-02-1609:10:04,4358,3213
2016-02-1610:10:04,20,956
2016-02-1611:10:03,20,158
2016-02-1612:10:04,1156,158
2016-02-1613:10:04,11723,37
2016-02-1614:10:04,133233,8637
2016-02-1615:10:05,127185,71247
2016-02-1616:10:07,191131,68958
2016-02-1617:10:05,119899,13084
2016-02-1618:10:05,14319,8088
2016-02-1619:10:04,17960,15448
2016-02-1620:10:04,11157,23016
2016-02-1621:10:05,34265,26507
2016-02-1622:10:06,60168,29716
2016-02-1623:10:04,64414,30816
2016-02-1700:10:04,45615,23607
2016-02-1701:10:04,45615,23607
2016-02-1702:10:04,38888,17004
2016-02-1703:10:04,47968,29149
2016-02-1704:10:03,106029,43084
2016-02-1705:10:03,115802,38814
2016-02-1706:10:03,113428,30193
2016-02-1707:10:04,101293,39635
2016-02-1708:10:04,78898,39741
2016-02-1709:10:07,76879,26686
2016-02-1710:10:05,69317,23161
2016-02-1711:10:04,55057,20754
2016-02-1712:10:04,46915,20961
2016-02-1713:10:05,40026,20210
2016-02-1714:10:05,41434,11357
2016-02-1715:10:05,38124,17050
2016-02-1716:10:04,32948,16059
2016-02-1717:10:04,48632,22922
2016-02-1718:10:04,37655,13935
2016-02-1719:10:04,32378,12825
2016-02-1721:10:21,41877,12825
2016-02-1722:10:10,73543,113206
2016-02-1723:10:06,33260,13978
2016-02-1800:10:04,15756,8320
2016-02-1801:10:05,15756,8320
2016-02-1802:10:04,13079,8319
2016-02-1803:10:05,13079,8319
2016-02-1804:10:04,13079,5879
2016-02-1805:10:04,13079,5879
2016-02-1806:10:03,9747,5583
2016-02-1807:10:04,9747,5583
2016-02-1808:10:04,9746,5583
2016-02-1809:10:07,9746,4934
2016-02-1810:10:04,9746,9218
2016-02-1811:10:32,9746,9999
2016-02-1812:10:03,16788,5061
2016-02-1814:10:05,116923,113689
2016-02-1815:10:05,109830,107842
2016-02-1816:10:04,25698,8477
2016-02-1817:10:04,15170,9152
2016-02-1818:10:05,16632,6355
2016-02-1819:10:04,25561,12927
2016-02-1820:10:06,34381,11983
2016-02-1821:10:06,31943,11350
2016-02-1822:10:05,13139,12726
2016-02-1823:10:06,8657,7270
2016-02-1900:10:03,6698,9867
2016-02-1901:10:04,6698,9867
2016-02-1902:10:06,17301,15459
2016-02-1903:10:04,7846,17477
2016-02-1904:10:04,6651,45294
2016-02-1905:10:04,33866,52836
2016-02-1906:10:03,39606,23691
2016-02-1907:10:04,42149,32386
2016-02-1908:10:04,36456,30668
2016-02-1909:10:04,37003,32262
2016-02-1910:10:03,31592,25534
2016-02-1911:10:04,17711,27724
2016-02-1912:10:04,11553,26635
2016-02-1913:10:04,36116,19496
2016-02-1914:10:04,10758,27152
2016-02-1915:10:04,15654,28179
2016-02-1916:10:07,7859,28680
2016-02-1917:10:26,7859,22393
2016-02-1918:10:03,17914,18805
2016-02-1919:10:04,23892,19177
2016-02-1920:10:06,26519,14473
2016-02-1921:10:04,18537,7056
2016-02-1922:10:04,4663,5206
2016-02-1923:10:05,4663,3219
2016-02-2000:10:06,1435,3219
2016-02-2001:10:04,1435,3219
2016-02-2002:10:04,8247,1581
2016-02-2003:10:04,5554,1581
2016-02-2004:10:04,4654,1581
2016-02-2005:10:04,4654,1581
2016-02-2006:10:03,2463,1581
2016-02-2007:10:04,2463,1231
2016-02-2008:10:04,17357,923
2016-02-2009:10:04,16799,923
2016-02-2010:10:04,1965,3026
2016-02-2011:10:04,1965,5629
2016-02-2012:10:04,3052,5629
2016-02-2013:10:05,2522,3380
2016-02-2014:10:05,2520,5765
2016-02-2015:10:04,6085,4053
2016-02-2016:10:04,5984,4052
2016-02-2017:10:04,913,2515
2016-02-2018:10:04,913,2161
2016-02-2019:10:04,889,2161
2016-02-2020:10:06,143,9011
2016-02-2021:10:03,112,4180
2016-02-2022:10:03,4212,58
2016-02-2023:10:06,4212,58
2016-02-2100:10:04,4212,58
2016-02-2101:10:04,4212,58
2016-02-2102:10:04,3734,1
2016-02-2103:10:04,8,1
2016-02-2104:10:05,8,1
2016-02-2105:10:04,8,1
2016-02-2106:10:03,8,1
2016-02-2107:10:03,1187,1
2016-02-2108:10:05,1184,3482
2016-02-2109:10:03,3513,2381
2016-02-2110:10:03,1428,2483
2016-02-2111:10:04,2477,7965
2016-02-2112:10:03,2477,2953
2016-02-2113:10:04,2477,2952
2016-02-2114:10:03,6767,2952
2016-02-2115:10:04,5624,2983
2016-02-2116:10:05,3337,2952
2016-02-2117:10:04,3337,2489
2016-02-2118:10:04,0,1988
2016-02-2119:10:04,0,1
2016-02-2120:10:04,0,1
2016-02-2121:10:04,0,1
2016-02-2122:10:05,0,1
2016-02-2123:10:04,0,1
2016-02-2200:10:07,0,1
2016-02-2201:10:04,0,1
2016-02-2202:10:04,0,1
2016-02-2203:10:04,0,1
2016-02-2204:10:04,0,1
2016-02-2205:10:04,0,1
2016-02-2206:10:04,0,1
2016-02-2207:10:03,0,1
2016-02-2208:10:04,0,1
2016-02-2209:10:04,0,1
2016-02-2210:10:04,0,7300
2016-02-2211:10:04,0,6902
2016-02-2212:10:04,0,7127
2016-02-2213:10:04,0,7127
2016-02-2214:10:07,0,6170
2016-02-2215:10:06,775,1130
2016-02-2216:10:05,797,1130
2016-02-2217:10:04,5020,5078
2016-02-2218:10:04,1455,10093
2016-02-2219:10:04,301,5569
2016-02-2220:10:03,1155,9372
2016-02-2221:10:05,8590,6330
2016-02-2222:10:07,8077,6043
2016-02-2223:10:08,10511,14280
2016-02-2300:10:04,5286,16958
2016-02-2301:10:04,5286,16958
2016-02-2302:10:04,9150,21213
2016-02-2303:10:06,6030,4693
2016-02-2304:10:04,5565,1860
2016-02-2305:10:04,5565,1860
2016-02-2306:10:04,4839,156
2016-02-2307:10:03,4447,156
2016-02-2308:10:04,4447,1904
2016-02-2309:10:04,4447,9135
2016-02-2310:10:04,3364,11338
2016-02-2311:10:04,1583,10572
2016-02-2312:10:06,1583,7159
2016-02-2313:10:06,3749,6803
2016-02-2314:10:06,7112,4569
2016-02-2315:10:06,3010,1168
2016-02-2316:10:06,1583,986
2016-02-2317:10:06,1266,770
2016-02-2318:10:05,2849,769
2016-02-2319:10:04,1996,4685
2016-02-2320:10:04,10313,4390
2016-02-2321:10:05,12775,9178
2016-02-2322:10:05,9694,10542
2016-02-2323:10:04,13409,8606
2016-02-2400:10:04,16753,8055
2016-02-2401:10:05,16753,8055
2016-02-2402:10:04,9309,6261
2016-02-2403:10:04,4000,5917
2016-02-2404:10:05,10269,1094
2016-02-2405:10:05,10269,1094
2016-02-2406:10:04,4331,1024
2016-02-2407:10:04,7578,1024
2016-02-2408:10:04,7578,5532
2016-02-2409:10:04,14171,7659
2016-02-2410:10:04,7139,6890
2016-02-2411:10:04,7139,3336
2016-02-2413:10:04,68720,43184
2016-02-2414:10:05,63226,44455
2016-02-2415:10:06,63226,44284
2016-02-2416:10:07,65433,44495
2016-02-2417:10:06,10098,2611
2016-02-2418:10:04,25295,2275
2016-02-2419:10:04,19193,1683
2016-02-2420:10:05,29593,7358
2016-02-2421:10:04,41178,12651
2016-02-2422:10:05,39101,9409
2016-02-2423:10:06,31654,16677
2016-02-2500:10:04,6844,6826
2016-02-2501:10:05,6844,6826
2016-02-2502:10:06,19662,1027
2016-02-2503:10:03,15541,3196
2016-02-2504:10:04,8106,3196
2016-02-2505:10:04,8106,845
2016-02-2506:10:04,6711,845
2016-02-2507:10:04,13064,3948
2016-02-2508:10:04,18280,4590
2016-02-2509:10:05,17469,3694
2016-02-2510:10:04,11703,7886
2016-02-2511:10:04,19810,5467
2016-02-2512:10:05,14214,4272
2016-02-2513:10:04,16678,5712
2016-02-2514:10:05,9109,5701
2016-02-2515:10:09,1701,4630
2016-02-2516:10:04,3493,9586
2016-02-2517:10:09,3050,23699
2016-02-2518:10:06,3050,19064
2016-02-2519:10:04,3050,13374
2016-02-2520:10:05,6132,17822
2016-02-2521:10:05,8232,7897
2016-02-2522:10:04,20593,3209
2016-02-2523:10:08,10905,1559
2016-02-2600:10:05,8863,1559
2016-02-2601:10:04,8863,1559
2016-02-2602:10:04,10952,10066
2016-02-2603:10:04,6300,7307
2016-02-2604:10:04,5518,4837
2016-02-2605:10:05,1242,4837
2016-02-2606:10:04,6128,5689
2016-02-2607:10:04,5818,3245
2016-02-2608:10:05,7021,2774
2016-02-2609:10:05,10247,3236
2016-02-2610:10:04,16909,17078
2016-02-2611:10:04,10393,12727
2016-02-2612:10:04,3562,12386
2016-02-2613:10:04,933,15553
2016-02-2614:10:04,8974,15044
2016-02-2615:10:05,11338,15051
2016-02-2616:10:05,6051,8914
2016-02-2617:10:06,3973,7713
2016-02-2618:10:05,4926,14101
2016-02-2619:10:03,4926,13744
2016-02-2620:10:05,4926,10684
2016-02-2621:10:13,4897,10684
2016-02-2622:10:05,4358,3962
2016-02-2623:10:06,1896,2372
2016-02-2700:10:05,1896,429
2016-02-2701:10:04,1896,429
2016-02-2702:10:05,825,429
2016-02-2703:10:03,825,429
2016-02-2704:10:06,825,429
2016-02-2705:10:04,825,429
2016-02-2706:10:05,825,4072
2016-02-2707:10:04,825,2138
2016-02-2708:10:04,825,2833
2016-02-2709:10:04,825,4161
2016-02-2710:10:05,825,4162
2016-02-2711:10:04,1,4129
2016-02-2712:10:05,1,2631
2016-02-2713:10:04,556,2631
2016-02-2714:10:05,556,2631
2016-02-2715:10:07,290,2631
2016-02-2716:10:06,226,1914
2016-02-2717:10:04,7552,6384
2016-02-2718:10:04,2074,2730
2016-02-2719:10:03,226,2337
2016-02-2720:10:05,5048,2336
2016-02-2721:10:05,5219,2336
2016-02-2722:10:05,5626,325
2016-02-2723:10:06,5624,325
2016-02-2800:10:05,5518,109
2016-02-2801:10:04,5518,109
2016-02-2802:10:07,291,400
2016-02-2803:10:04,291,400
2016-02-2804:10:03,291,400
2016-02-2805:10:06,291,400
2016-02-2806:10:04,291,400
2016-02-2807:10:04,291,3916
2016-02-2808:10:04,291,400
2016-02-2809:10:04,2092,1564
2016-02-2810:10:04,1234,1273
2016-02-2811:10:04,1234,1816
2016-02-2812:10:10,291,4871
2016-02-2813:10:04,291,6979
2016-02-2814:10:04,265,6871
2016-02-2815:10:09,265,5729
2016-02-2816:10:06,265,1212
2016-02-2817:10:04,265,1
2016-02-2818:10:04,265,1
2016-02-2819:10:05,265,1
2016-02-2820:10:04,265,1
2016-02-2821:10:08,264,1
2016-02-2822:10:06,264,1
2016-02-2823:10:05,6620,1
2016-02-2900:10:07,6581,1
2016-02-2901:10:14,6581,1
2016-02-2902:10:04,225,4552
2016-02-2903:10:04,225,1
2016-02-2904:10:05,1465,1
2016-02-2905:10:04,357,1
2016-02-2906:10:04,2543,1
2016-02-2907:10:03,2541,1
2016-02-2908:10:04,357,1
2016-02-2909:10:04,357,1
2016-02-2910:10:03,357,7141
2016-02-2911:10:04,365,7758
2016-02-2912:10:04,225,3842
2016-02-2913:10:04,0,3713
2016-02-2914:10:05,0,3890
2016-02-2915:10:07,4978,8289
2016-02-2916:10:05,2529,5934
2016-02-2917:10:05,0,8768
2016-02-2918:10:04,7303,6199
2016-02-2919:10:04,7303,11548
2016-02-2920:10:04,0,10166
2016-02-2921:10:07,924,3712
2016-02-2922:10:06,924,0
2016-02-2923:10:05,924,28
2016-03-0100:10:04,9201,28
2016-03-0101:10:04,9201,28
2016-03-0102:10:04,13033,795
2016-03-0103:10:03,599,2109
2016-03-0104:10:04,599,2109
2016-03-0105:10:04,599,2109
2016-03-0106:10:04,2796,423
2016-03-0107:10:06,2796,423
2016-03-0108:10:04,599,423
2016-03-0109:10:04,599,424
2016-03-0110:10:04,599,2847
2016-03-0111:10:06,599,3506
2016-03-0112:10:04,599,3506
2016-03-0113:10:03,599,3087
2016-03-0114:10:04,0,3109
2016-03-0115:10:06,3379,3011
2016-03-0116:10:08,4547,1037
2016-03-0117:10:04,3211,3953
2016-03-0118:10:05,2283,6425
2016-03-0119:10:05,2283,3014
2016-03-0120:10:04,2283,2777
2016-03-0121:10:05,3955,1635
2016-03-0122:10:05,4425,1634
2016-03-0123:10:04,2847,1634
2016-03-0200:10:04,2354,0
2016-03-0201:10:04,2354,0
2016-03-0202:10:10,554,154
2016-03-0203:10:05,554,0
2016-03-0204:10:05,554,0
2016-03-0205:10:04,554,0
2016-03-0206:10:04,554,6444
2016-03-0207:10:04,554,4336
2016-03-0208:10:03,554,2500
2016-03-0209:10:04,554,2739
2016-03-0210:10:04,0,2874
2016-03-0211:10:06,0,3222
2016-03-0212:10:05,0,1421
2016-03-0213:10:04,0,3312
2016-03-0214:10:04,0,3231
2016-03-0215:10:04,1826,447
2016-03-0216:10:04,1826,396
2016-03-0217:10:05,0,1724
2016-03-0218:10:03,4272,913
2016-03-0219:10:04,4272,5051
2016-03-0220:10:04,8462,2276
2016-03-0221:10:03,8462,734
2016-03-0222:10:04,1433,1
2016-03-0223:10:04,1433,1
2016-03-0300:10:04,409,1
2016-03-0301:10:05,409,1
2016-03-0302:10:03,1441,1
2016-03-0303:10:04,1441,1
2016-03-0304:10:04,557,1
2016-03-0305:10:04,557,1
2016-03-0306:10:04,557,1
2016-03-0307:10:04,557,1
2016-03-0308:10:04,557,1
2016-03-0309:10:05,557,2193
2016-03-0310:10:03,557,2918
2016-03-0311:10:04,557,2958
2016-03-0312:10:04,557,5182
2016-03-0313:10:05,557,4693
2016-03-0314:10:04,557,4299
2016-03-0315:10:05,958,7441
2016-03-0316:10:05,958,5850
2016-03-0317:10:06,918,8754
2016-03-0318:10:04,266,8119
2016-03-0319:10:04,4073,7848
2016-03-0320:10:04,216,7848
2016-03-0321:10:04,216,3946
2016-03-0322:10:05,216,1723
2016-03-0323:10:05,216,1723
2016-03-0400:10:03,216,3138
2016-03-0401:10:10,216,3138
2016-03-0402:10:04,0,3138
2016-03-0403:10:04,0,3138
2016-03-0404:10:04,0,3138
2016-03-0405:10:04,4335,3138
2016-03-0406:10:04,0,180
2016-03-0407:10:04,0,180
2016-03-0408:10:03,0,180
2016-03-0409:10:04,8889,708
2016-03-0410:10:05,10830,1514
2016-03-0411:10:04,10805,5665
2016-03-0412:10:04,906,5959
2016-03-0413:10:03,906,4795
2016-03-0414:10:04,906,6416
2016-03-0415:10:04,0,6416
2016-03-0416:10:04,0,4353
2016-03-0417:10:04,0,7010
2016-03-0418:10:05,2066,2150
2016-03-0419:10:05,2066,2161
2016-03-0420:10:04,1653,1628
2016-03-0421:10:04,1653,1239
2016-03-0422:10:04,1653,480
2016-03-0423:10:05,4923,480
2016-03-0500:10:05,4923,1269
2016-03-0501:10:04,4923,1269
2016-03-0502:10:04,4926,1269
2016-03-0503:10:03,2773,3888
2016-03-0504:10:08,2773,3888
2016-03-0505:10:05,2773,3888
2016-03-0506:10:04,2773,4528
