"id","fecha_delito","descripcion","comentario","lat","lng","tiny"
"480","2015-3-30 16:35:00","Robo con Arma","Ibamos caminando y derrepente una moto honda negra nos intersepto con un arma y nos obligo a entregarle los celulares. El asaltante era un hombre robusto, de tes morena, de unos 30 aÃ±os","-34.65692030523778","-58.671144247055054","http://tinyurl.com/p2ro6cm"
"481","2015-3-30 18:14:00","Hurto/Robo","estaba guardando ropa que saque de la soga salgo de la habitacion y tengo un ratero drogado en el living de casa  se llevo celular de la mesa y salio por el fondo donde entro , ise denuncia ","-34.6298108","-58.6690151","http://tinyurl.com/ptngkgl"
"482","2015-4-1 11:40:00","Robo con Arma","Eran 2 hombres, y le robaron el Suzuki Fun color gris, patente EJT.La mujer estaba poniÃ©ndole agua el motor, y le apuntaron y le  sacaron el auto con todo encima. la Policia llego rapido.","-34.64936114384964","-58.55166792869568","http://tinyurl.com/n2tdfx4"
"483","2015-4-2 07:23:00","Robo con Arma","Mi hermana estaba en bisi iva cminando con otra chica y se cruza una moto honda twister 250cc y le pide el celular, mi hermana se quizo ir y saco un arma unes apunto la cabeza ","-36.38591277287651","-58.27148437499999","http://tinyurl.com/l4m342u"
"484","2015-3-30 16:35:00","Hurto/Robo","un tipo en una honda FalcÃ³n negra armado intenta robar a un chico, al ver a los vecinos se va de contramano hasta la esquina, vuelve y roba a tres chicas del Colegio Belgrano ","-34.65690265475906","-58.67103695869446","http://tinyurl.com/qfdk6pd"
"485","2015-4-5 20:15:00","Hurto/Robo","Un chabon en moto negra de nacionalidad paraguaya,","-43.03677585761058","-62.05078125","http://tinyurl.com/lry675b"
"486","2015-4-5 20:15:00","Hurto/Robo","Un chabon en moto negra de nacionalidad paraguaya,","-34.648293185735376","-58.68590712547302","http://tinyurl.com/m5o4g52"
"487","2015-4-6 13:30:00","Hurto/Robo","Robo a mano armado , los delincuentes iban en 2 motos , eran 2 hombre y una mujer","-34.674017440682334","-58.67604732513427","http://tinyurl.com/ppx5ufa"
"488","2015-4-6 14:00:00","Hurto/Robo","Robo de celulares, una moto negra un sÃ³lo hombre armado. ","-34.6348468","-58.6876318","http://tinyurl.com/p2tkd3z"
"489","2015-4-7 00:10:00","Hurto/Robo","intento de robo de dos masculinos sobre una moto roja 125cc los dos con abrigos gruesos y cascos negros","-34.663688986675126","-58.677656650543206","http://tinyurl.com/oxq6cbv"
"490","2015-4-6 14:55:00","Robo con Arma","Hombre de 30 aÃ±os aproximadamente en moto negra, casco negro, pregunta la hora, enseguida saca el arma y roba los celulares","-34.63419661490388","-58.687076568603516","http://tinyurl.com/lrwcs3j"
"491","2015-4-7 19:00:00","Hurto/Robo","Calle Ayolas, entre Ringuelet y San Justo, robaron la moto de un vecino cuando estaba ingresando a su casa a las 19:00 hs. ","-34.6583293","-58.6671441","http://tinyurl.com/pqy9k6n"
"492","2015-4-7 19:00:00","Hurto/Robo","Calle Ayolas, entre Ringuelet y San Justo. Robaron alrededor de las 19:00 hs la moto de un vecino cuando estaba ingresando a su domicilio.","-34.63465565182002","-58.69952201843262","http://tinyurl.com/kjfrpem"
"493","2015-4-4 20:05:00","Robo con Arma","Un tipo en moto negra, casco negro y jean azul. Me mostrÃ³ el arma y me pidio la billetera y el celular y se fue.","-34.653615187551566","-58.66570472717285","http://tinyurl.com/n7eohm3"
"494","2015-4-10 22:37:00","Lesiones","GORDO SALAME SE HACE EL MALO CON TODOS LOS VECINOS Y SALE CON PICANA A LA GENTE UN PSICOPATA VIVE EN UN KIOSKITO Y CONDUCE UN CHERY AUTO MUY CHIQUITO","-34.63492047965454","-58.689662218093865","http://tinyurl.com/ka54thp"
"495","2015-4-11 00:15:00","Robo con Arma","PORFAVOR SI ALGUIEN VE UN PALIO JFO 841 AVISAME URGENTE
NOS ROBARON EN MI CASA. 
NOS ENTRARON A MI CASA PORFAVOR LES PIDO. DIFUNDAN!
ESTAN CON UN MEGAN BLANCO ROBANDO 4 TIPOS. PORFAVOR AYUDE","-36.323287","-65.005171","http://tinyurl.com/pjgb9ag"
"496","2015-4-11 10:35:00","Robo con Arma","Todos los chorros juntos (comisaria)","-34.657268901422164","-58.668451309204094","http://tinyurl.com/mq5dv2b"
"497","2015-4-12 20:34:00","Robo con Arma","Estaban llegando invitados a casa en moto y cuando estacionaron freno otra moto y dos hombres armados los apuntaron. Justo pasaba un patrullero  pero ni se dio cuenta","-34.641518","-58.4975081","http://tinyurl.com/n75oj2u"
"499","2015-4-14 17:31:00","Hurto/Robo","Personas que piden monedas. Por la noche hacen que se acuestan a dormir en la vereda  y estan de campana para meterse a robar los locales del barrio forzando y robande de las cajas de telefo","-34.642811961082224","-58.422932624816895","http://tinyurl.com/njr7zqm"
"501","2015-4-15 20:54:00","Usurpaciones","casa usurpada y alquilada, venden articulos para mascotas,, medicamentos y otras yerbas","-34.6902862242744","-58.66373062133789","http://tinyurl.com/kszj2xn"
"502","2015-4-15 20:54:00","Robo con Arma","moto twister blanca dos masculinos de entre 19 y 24 aÃ±os roban en la zona viven por helvecia","-34.69388539309042","-58.663172721862786","http://tinyurl.com/p6rlmtc"
"503","2015-4-15 20:54:00","Robo con Arma","moto twister blanca patente 614 2 negros jovenes arrebatan celulares y lo que sea roban por la zona","-34.691521250819584","-58.66355895996093","http://tinyurl.com/kvgoxe5"
"504","2015-3-31 14:30:00","Hurto/Robo","2 hombres en dos motos grandes. Uno contextura grande, piel trigueÃ±a, gordito","-34.666252469381625","-58.67068290710449","http://tinyurl.com/mb9apq7"
"505","2014-9-19 16:45:00","Robo con Arma","Moto con dos chicos y armas, violencia ","-34.705449309898704","-58.27386617660522","http://tinyurl.com/mjsfq4s"
"506","2015-4-14 18:30:00","Hurto/Robo","Intimidacion y amenaza de menor a  pares .","-34.634364340225446","-58.676819801330566","http://tinyurl.com/pnqh4d2"
"507","2015-4-11 23:30:00","Robo con Arma","Dos en moto roja chica, nos cruzaron por la calle Venezuela, dieron vuelta manzana retomando por Acevedo y nos robaron a punta de pistola.","-34.68481218971843","-58.682673240709846","http://tinyurl.com/obxwxzp"
"508","2015-4-11 23:30:00","Robo con Arma","Dos en moto chica color rojo, conductor con casco y otro con capucha, pasan por al lado nuestro, dan vuelta manzana retomando Acevedo, nos arrinconaron y roban a punta de arma muy agresivos.","-34.662892834457494","-58.69457387657348","http://tinyurl.com/nqjspvm"
"509","2015-4-3 16:30:00","Hurto/Robo","motochorros arrebatan a seÃ±or ingresando a su domicilio","-34.637996834369986","-58.450237512588494","http://tinyurl.com/natsvrq"
"510","2015-4-17 21:00:00","Hurto/Robo","Le arrebataron el celular a una chica arriba del bondi","-34.639607792392866","-58.53164792060852","http://tinyurl.com/n6m5pef"
"511","2015-4-21 06:05:00","Hurto/Robo","se llevaron mi auto de la puerta de mi casa","-34.64318709670324","-58.67325782775879","http://tinyurl.com/pnhwb3v"
"512","2014-6-12 23:42:00","Robo con Arma","Me atacaron y robaron vehiculo","-36.72127388004499","-63.369140625","http://tinyurl.com/ps5onqb"
"513","2015-3-7 18:25:00","Hurto/Robo","Yo y mi primo volviamos del club y nos robaron la mochila a los dos.","-34.703451540444085","-58.288189172744744","http://tinyurl.com/knxya6z"
"514","2015-3-13 13:00:00","Hurto/Robo","Asalto a mano armada.Dos individuos con   ropa de trabajo azul y arnÃ©s se identifican como servicio tÃ©cnico de telefÃ³nica.72 hs antes me habÃ­an cortado la linea telefÃ³nica y solicitÃ© r","-36.323287","-65.005171","http://tinyurl.com/pjgb9ag"
"515","2015-4-10 13:15:00","Hurto/Robo","Iba en bicicleta y aparecieron dos motos detrÃ¡s mio , por las calles pacheco y niceto vega  (ituzaingo sur) y me robaron el bolso que llevaba en el canasto y me tiraron al suelo.  ","-34.65343867555673","-58.678579330444336","http://tinyurl.com/m4zylby"
"516","2015-4-24 04:00:00","Hurto/Robo","Intentaron entrar en los locales de la esquina estuvieron por los techos y se escaparon saltando casas","-34.66863498115894","-58.67877781391144","http://tinyurl.com/lt25n3r"
"517","2015-2-11 04:55:00","Robo con Arma","Dos sujetos en moto ambos con armas de fuego, Robo sin lesion","-34.77063036513661","-58.241143226623535","http://tinyurl.com/o63vk4m"
"518","2015-2-11 04:55:00","Robo con Arma","robo a mano armada dos sujetos en moto","-34.77052460771568","-58.241400718688965","http://tinyurl.com/mrhppm4"
"519","2015-4-26 19:03:00","Usurpaciones","Casa usurpada por piratas del asfalto.  Aparentemente fueron detenidos a raiz de denuncia, pero  actualmente viven dos adultos con niÃ±os. La heredera legal estÃ¡ batallando judicialmente","-34.63445261657426","-58.66580128669739","http://tinyurl.com/mbzr8f9"
"521","2015-4-26 21:59:00","Hurto/Robo","Hace aprxox una semana entre la 17 y las 20 ingresaron por el techi de una segunda planta","-37.98302756502739","-57.56465390304129","http://tinyurl.com/op96fzd"
"522","2015-4-26 22:09:00","Usurpaciones","Edificio usurpado desde hace aÃ±os nadie hace nada. Habria que demolerlo","-37.98229419824201","-57.565113623131765","http://tinyurl.com/mgmvchm"
"523","2015-4-24 00:00:00","Hurto/Robo","JÃ³venes de entre 17 y 22 aÃ±os en 4 motos cc 125/150 le roban la mochila y otros objetos a un Adolescente","-34.63846909105983","-58.69520902633667","http://tinyurl.com/q4ed2wj"
"524","2015-4-25 20:15:00","Hurto/Robo","2 PERSONAS ENTRARON AL DOMICILIO Y UNA EN UN AUTO GRIS OSCURO ESPERANDO AFUERA","-34.62974735624282","-58.69144320487976","http://tinyurl.com/mddqmvf"
"526","2015-4-18 11:00:00","Hurto/Robo","Caminando por la calle Camacua casi llegando a la intersecciÃ³n F de la Cruz, veo pasar una moto tipo scooter color azul y negra con una femenina manejando , un masculino me roba la cartera","-34.642591292277096","-58.67422342300415","http://tinyurl.com/neyntnt"
"527","2015-4-28 18:05:00","Hurto/Robo","Dos mujeres que robaron salieron corriendo con 2 maletas hacia Las Condes","-33.39565496256585","-70.54231166839598","http://tinyurl.com/n2hhf3y"
"528","2015-4-22 05:00:00","Hurto/Robo","Cuando me estaba por tomar el colectivo a la maÃ±ana, pude notar la persiana de una paÃ±alera salida totalmente con un vidrio roto me parece, ya que habÃ­a pedazos de vidrio en la vereda.","-34.633900538980264","-58.68384261827486","http://tinyurl.com/q5h6qs2"
"529","2015-3-19 16:30:00","Hurto/Robo","Dos motos una roja  brillosa y otra azul 150. Cuatro tipos uno gordo petiso otro alto morocho flaco armado robaron bolso celular herramientas de podologia ","-34.75966612466248","-57.041015625","http://tinyurl.com/lv548zn"
"531","2015-3-29 17:55:00","Hurto/Robo","Motochorros, asaltaron a mi hija cuando iba al super chino","-34.63788649363434","-58.68463039398194","http://tinyurl.com/lw8s8cy"
"532","2015-3-29 17:55:00","Robo con Arma","motochorros, asaltaron a mi hija cuando iba al super chino","-34.633746403153246","-58.6907833814621","http://tinyurl.com/m3m4jhn"
"533","2015-2-10 21:00:00","Abuso / Violacion","Pasaron personas por los techos, la policia tardo 35 minutos en llegar","-34.63295190586775","-58.689125776290894","http://tinyurl.com/obfksmm"
"534","2015-2-10 21:00:00","Robo con Arma","Motochorro en una moto roja armado, asalto a dos menores, robo celulares y dinero.","-34.63295190586775","-58.689125776290894","http://tinyurl.com/obfksmm"
"535","2015-2-10 21:00:00","Hurto/Robo","Ladrones corriendo por los techos, la policia tardo 35 minutos en llegar","-34.63309315038577","-58.68893265724182","http://tinyurl.com/lbqnthf"
"536","2015-2-10 21:00:00","Robo con Arma","Motochorro armado, roba celulares a adolescentes que realizan deportes en el espacio verde.","-34.63560020055967","-58.68949055671692","http://tinyurl.com/lp9u3f7"
"537","2015-2-10 21:00:00","Robo con Arma","Motochorro, asaltan a personas que hacian fila para abonar en pago facil.","-34.63752457499102","-58.69195818901061","http://tinyurl.com/psz27ge"
"538","2015-2-10 21:00:00","Hurto/Robo","Me qusieron asaltar cuando baje del colectivo, un R-18 break oscura con vidrios negros, corri hasta la YPF.","-34.63752457499102","-58.69195818901061","http://tinyurl.com/psz27ge"
"539","2015-2-10 21:00:00","Hurto/Robo","Me quisieron asaltar cuando baje del colectivo. Un Renault 18 break color oscuro con vidrios negros. Me refugie en la YPF.","-34.630533056172744","-58.6883533000946","http://tinyurl.com/qbnad7k"
"540","2015-5-4 18:00:00","Hurto/Robo","Una moto con dos personas quisieron robarle a un chico, como corriÃ³ le tiraron 3 tiros que por suerte no le dieron.","-34.64465672931759","-58.66913795471191","http://tinyurl.com/q75o6fr"
"541","2015-4-21 11:00:00","Robo con Arma","Una moto me persigue desde Ratti y Alvear hasta Ombu y Lavalle y me roba el celular con un arma. Habia otra moto de cÃ³mplice. la moto se hacia que buscaba una direcciÃ³n mientras me persegu","-34.66063123490811","-58.676648139953606","http://tinyurl.com/lqfmhlk"
"542","2015-5-4 11:20:00","Robo con Arma","Una Yamaha roja intenta roba a una chica que estaba esperando el colectivo en Ombu y Olazabal. Como justo se asomo gente la moto se fue. Estaba armado.","-34.66112542465624","-58.67604732513427","http://tinyurl.com/neu49ge"
"543","2015-5-5 21:00:00","Hurto/Robo","bajan de un nota negro con armas y le roban pertenecÃ­as a 4 jÃ³venes q caminaban por la calle","-34.65333276817941","-58.552064895629876","http://tinyurl.com/lyxb2fs"
"544","2015-5-1 11:50:00","Robo con Arma","Motochorro. Es gordo, cabello negro, armado con pistola. Pregunta una calle o la hora, te pide el dinero y el celular","-34.63556489051995","-58.689329624176025","http://tinyurl.com/qxa59tv"
"545","2015-2-9 21:00:00","Hurto/Robo","Ladrones escapando por los techos, durante la noche.","-34.63338888031646","-58.68956565856934",""
"546","2015-2-28 12:00:00","Robo con Arma","Motochorro, moto negra, robo celulares y dinero","-34.633468329968906","-58.689442276954644","http://tinyurl.com/op5g73u"
"547","2014-11-20 18:00:00","Robo con Arma","Motochorros, asaltaron a mi hija cuando iba al supermercado, le robaron dinero y el celular.","-34.63369343690429","-58.69074046611786","http://tinyurl.com/l5bptpq"
"549","2015-5-6 22:00:00","Hurto/Robo"," robaron al deliveri la moto campera y dinero. tenia control q si la moto se aleja se detiene la moto llamamos 6 veces a la policia nunca llego","-34.655486191587414","-58.56966018676758","http://tinyurl.com/opfkjmh"
"550","2015-5-6 21:00:00","Hurto/Robo","Robo de llantas , ya es costumbre","-34.653818175880936","-58.54803085327148","http://tinyurl.com/mnc7w68"
"551","2015-5-5 06:40:00","Robo con Arma","Fuimos sorprendidos por tres sujetos armados que viajaban en un Peugeot 308.Dos de los mismos ingresaron a casa y se llevaron nuestra camioneta KANGOO chapa NCY 525 de color gris plata ","-34.6538270014492","-58.567332029342644","http://tinyurl.com/lhjzvem"
"552","2015-5-5 17:45:00","Robo con Arma","Motochorros iban con un ciclomotor naranja..el de atrÃ s saco el arma como si nada para robar a otro qe pasaba en una noto lo cual lo desvio","-34.6660677","-58.5553176","http://tinyurl.com/ovjs6ao"
"553","2015-5-5 19:00:00","Hurto/Robo","2 caminando quisieron robar un bebe que estaba con la mamÃ ","-34.66787611447358","-58.55708599090576","http://tinyurl.com/p4h8zoe"
"554","2015-5-5 20:00:00","Hurto/Robo","me robaron dos con una moto se subieron arriba la vereda casi me aplasta donde estÃ¡n los que nos cuidan que llame a la policÃ­a y ni asomo","-34.6562566","-58.5672609","http://tinyurl.com/jvjubo8"
"555","2015-5-6 19:20:00","Robo con Arma","Circulaba en moto por Barcala cuando soy interceptado por dos masc. en una Honda Tornado 250 ROJA Y BLANCA nuevita.  Aparece mimoto en CRUCE CASTELAR- MORENO. OJO ES GENTE DE AHI. ","-34.64493035173285","-58.67879390716553","http://tinyurl.com/n6s4xuj"
"556","2015-5-6 19:30:00","Robo con Arma","Entradera en una casa Lo desvalijaron! H Yrigoyen y Cotagaita QuÃ© tristeza...","-34.66859086119314","-58.54993522167206","http://tinyurl.com/p4fmxby"
"557","2015-5-7 14:45:00","Robo con Arma","le robaron el celular a mi hijo cuando volvia del colegio, dos personas, una de ellas armada
uno de ellos con jean y campera negra y gris bien vestido el otro no tanto.","-34.64946705630121","-58.672442436218255","http://tinyurl.com/qxfs6q9"
"558","2015-1-3 17:25:00","Hurto/Robo","ROBARON UN FIAT DUNA 1.3 SDL COLOR ROJO, MATRICULA UFZ 229 AÃ‘O 1994, eran dos tipos en una moto ","-34.6348468","-58.6876318","http://tinyurl.com/p2tkd3z"
"559","2015-5-9 15:16:00","Hurto/Robo","Asalto a mano armada en seccion policial del barrio aeronautico en Ituzaingo.","-34.63622695126344","-58.689420819282525","http://tinyurl.com/m4grlum"
"560","2015-5-1 15:30:00","Hurto/Robo","2 hombres armados en un gol  gris oscuro,uno bajo y le robo la cartera a mi hija.","-34.639656341327004","-58.67293059825897","http://tinyurl.com/qgqa7z7"
"561","2015-5-7 03:15:00","Hurto/Robo","Ratoneros rompieron por segunda vez candado de puerta trasera dando al jardin. TambiÃ©n rompieron el alambrado. Se robaron la primera vez una bici. La segunda vez, nada.","-34.6110629","-58.6798689","http://tinyurl.com/kmfcmxj"
"562","2015-4-2 04:25:00","Hurto/Robo","robo de celular,entro a la casa de camerucci 2582 dicen que se llama Elias Campos","-34.648778622947304","-58.70141029357911","http://tinyurl.com/llx4zjr"
"563","2015-5-9 21:00:00","Robo con Arma","Dos motos con 4 hombres armados nos abordaron","-34.662819767132206","-58.66904139518738","http://tinyurl.com/lggxt2q"
"564","2015-5-10 11:30:00","Hurto/Robo","Acaban de robar tres mujeres efecto piraÃ±a a otra Acaban de robar tres mujeres efecto piraÃ±a a otra ","-34.68194049055292","-58.4691309928894","http://tinyurl.com/ocqbkd4"
"565","2015-5-10 18:25:00","Hurto/Robo"," rompieron la puerta y golpearon a la madrugada a un abuelito para robarle","-34.66988356644913","-58.498608469963074","http://tinyurl.com/lf5orf3"
"566","2015-5-11 18:20:00","Robo con Arma","No poseo ningun dato. Estaban los vecinos en la calle diciendo que acababan de robar a la seÃ±ora de la esquina, y un patrullero en la puerta","-34.63371992003299","-58.699843883514404","http://tinyurl.com/lzavs4u"
"567","2015-5-7 15:20:00","Hurto/Robo","Estan robando varias casas en la zona, cuando los inquilinos/propietarios no se encuentran. Atentos!","-34.62551857377234","-58.67424488067627","http://tinyurl.com/ky4lrod"
"568","2015-5-11 08:45:00","Hurto/Robo","2 delincuentes que se manejaban en moto asaltaron comercio sobre Av. de Mayo","-34.658733871889645","-58.56236457824707","http://tinyurl.com/p88ouno"
"569","2015-5-11 21:30:00","Hurto/Robo","Intento de robo y tiroteo  vÃ­ como los chorros escaparon en un auto blanco por Berutti y doblaron en Pringles en contramano.","-34.652684082540674","-58.559510707855225","http://tinyurl.com/q63yygp"
"570","2015-5-9 14:00:00","Hurto/Robo","2 ladrones en moto le robaron a mi hijo en las calles Juez de la Gandara y Beruti, MorÃ³n","-34.64485973958309","-58.61552596092224","http://tinyurl.com/p98equu"
"571","2015-5-13 13:15:00","Hurto/Robo","acabamos de ver un robo en alvarado a dos cuadras de av de mayo, una moto 110 con un chico de negro y una chica con buzo rosa fuerte y gorrito rosa los seguimos por 2 cuadras","-34.65075564695738","-58.5660982131958","http://tinyurl.com/k8tawdu"
"572","2015-5-13 09:35:00","Robo con Arma","Robo simple a mano armada en pleno centro comercial del barrio El Pilar. Lo peor es que se sabe quienes son, de donde son y como se fueron. VW Trend Negro","-34.63835433734514","-58.67796778678894","http://tinyurl.com/q8z6js5"
"573","2015-5-14 21:30:00","Robo con Arma","le roban camioneta a un masculino a punta de pistola, y despuÃ©s se le meten a la casa","-34.65070269157163","-58.56427431106568","http://tinyurl.com/pu3mglp"
"574","2015-5-15 23:00:00","Hurto/Robo","la policia atrapo a 2 delincuentes masculinos tratando de robar una casa. Lograron sacar algunas cosas pero fueron apresados por efectivos de la Comisaria de Av de Mayo","-34.64426836046821","-58.569756746292114","http://tinyurl.com/n3y85as"
"575","2015-5-15 18:00:00","Hurto/Robo","Robos continuos en la parada del 166 viniendo desde Pacifico. Suben de a 2 y se dedican a robar celulares, la policÃ­a sabe esto estÃ¡n en la otra parada y no hacen nada!","-34.63393619860094","-58.52236747741699","http://tinyurl.com/lv9wbkz"
"576","2015-5-13 10:10:00","Hurto/Robo","Con el cuento de que venian a arreglar el telefono con el uniforme de telefonica,  se le metieron a la casa 3 ladrones y pobre seÃ±or de casi 80 aÃ±os le pegaron lo ataron y le robaron","-34.64493035173285","-58.579992055892944","http://tinyurl.com/l2ncacu"
"577","2015-5-5 18:14:00","Robo con Arma","Motochorros, moto negra. Asaltaron a mi hija cuando iba al supermercado. Robaron dinero.","-34.63354070736901","-58.6904772885191","http://tinyurl.com/l4fntqo"
"579","2015-5-17 01:43:00","Abuso / Violacion","2 hombres encapuchados me robaron y despues uno de ellos me empezo a tocar los senos y luego pasado 2 mn se fueron.","-34.65541558842834","-58.66278648376465","http://tinyurl.com/jvrjp3z"
"581","2015-5-17 01:30:00","Hurto/Robo","Veniamos caminando y un chico en moto nos robo de palabra, ante el miedo le dimos lo que teniamos, arma no saco, pero es a 1 cuadra del centro de monitoreo de la policia, a tener en cuenta","-34.660463562716814","-58.66946518421173","http://tinyurl.com/mjvwfpu"
"582","2015-4-28 22:20:00","Hurto/Robo","Vinieron 2 muchachos pidiendo una moneda y me sacaron todo, en la parada del 136 al lado de la petrobras, cuando fui a la esquina la policia estaba en la estacion de servicio!!! ","-34.662508699039684","-58.67494493722916","http://tinyurl.com/myrrelu"
"583","2015-4-22 12:00:00","Hurto/Robo","Me robaron la rueda del auto estacionado, llame a la policia y estuve 3 horas esperando el remolque, la policia nunca llego. zona liberada","-34.64095611813372","-58.65647792816162","http://tinyurl.com/l2e4ap2"
"584","2015-5-12 20:40:00","Robo con Arma","Me asaltaron 4 personas a bordo de dos motos, me apuntaron con un arma y me golpearon. ","-34.6538063","-58.6151083","http://tinyurl.com/k96vbkd"
"585","2014-4-4 01:05:00","Secuestro","Estaba volviendo a mi casa y se me cruzo un BMW bajaron 3 personas armadas di marcha atras y me dispararon varias veces , frene y me secuestraron de manera extorsiva por 3 horas. ","-34.64921110097828","-58.63798141479492","http://tinyurl.com/n3hmv77"
"586","2015-5-19 06:05:00","Robo con Arma"," Me agarrÃ³ de los pelos y me apuntÃ³ con un arma. Me sacÃ³ el celular y plata que tenia encima. A 1 cuadra hay una custodia, que actuaron rapidÃ­simo y vino un patrullero de forma inmediata","-34.64397266932909","-58.569724559783936","http://tinyurl.com/mkrt4go"
"587","2015-4-11 03:35:00","Hurto/Robo","Se robaron el auto del vecino a la madrugada. Peugeot 504. 
Tambien intentaron robar ruedas de algunos autos de la cuadra durante la semana","-34.638358750952484","-58.67739915847779","http://tinyurl.com/kczwhlm"
"588","2015-4-23 23:30:00","Robo con Arma","Entradera al llegar con el auto. No se concretÃ³ pero fui herido por un disparo y huyeron.","-34.6367973","-58.653731900000004","http://tinyurl.com/l58qsf7"
"589","2015-5-25 05:20:00","Hurto/Robo","Delincuentes en dos motos, una azul y la otra negra, me robaron el celular, dinero,  DNI y la SUBE. La PolicÃ­a se lavaba las manos queriendo convencerme de que no haga la denuncia. Triste","-34.6632786455906","-58.681784570217125","http://tinyurl.com/mnqd6aa"
"590","2015-5-25 12:05:00","Hurto/Robo","Dos jovenes en moto media cilindrada interceptaron x j m paz y condarco en contramano a una chica le robaron celular y cartera","-34.6430194","-58.6718455","http://tinyurl.com/lbpzj79"
"591","2015-5-24 22:30:00","Hurto/Robo","Tres muchachos bien vestidos,chupÃ³n campera de cuero a la cintura buen corte de pelo,ingresaron a la casa de mi Vecino y fueron desalentados por la activaciÃ³n de la alarma,salieron caminan","-34.59858040988207","-58.63805651664733","http://tinyurl.com/k3bappg"
"594","2015-5-27 00:10:00","Robo con Arma","Robaron la estacion de servicio ESSO en barrio capurro dos hombres armados.","-34.89268966339911","-56.1456298828125","http://tinyurl.com/q4a4eu6"
"595","2015-5-21 22:45:00","Robo con Arma","santa rosa y al doblar por mansilla (en mi moto), me pegan en el  casco con el caÃ±o y  me piden la moto en su vocabulario, medio que no quise y no me quedo otra que darsela.","-34.65559209621324","-58.66025447845458","http://tinyurl.com/qj72tbx"
"596","2015-6-4 20:44:00","Hurto/Robo","Intento de entradera","-34.6344449183944","-58.65983331727761","http://tinyurl.com/p4q5tu7"
"597","2015-6-4 20:44:00","Hurto/Robo","Robo de vehiculo","-34.634199730769474","-58.65983421874147",""
"598","2015-6-5 09:16:00","Hurto/Robo","Siempre pasan motochorros a robar a cualquier persona que este esperando el colectivo","-34.61442472042425","-58.713587522506714",""
"599","2015-6-6 04:50:00","Robo con Arma","3 Pibes en moto, Me cruce a vecinos que comentaban que minutos antes le habian robado a otro pibe, dan vueltas por Ramos buscando victimas","-34.645812998530886","-58.573243618011475","http://tinyurl.com/nryrq5h"
"600","2015-6-9 18:58:00","Hurto/Robo","Volviendo del trabajo en la moto persiguen 3 pibes menores de 20 en 2 motos un twister rojo y un tornado blanco cuando acelere me empezaron a correr me salvo el control gendarmeria ","-34.64078178592493","-58.57592582702637","http://tinyurl.com/nw8m8r6"
"601","2015-6-10 18:40:00","Hurto/Robo","PasÃ³ un chico joven arriba de un ciclomotor Zanella; quiso robarle el bolso a dos adolescentes que caminaban justo por ahÃ­ pero se pusieron a gritar, los vecinos salieron y la moto se fue.","-34.63375523085811","-58.698577880859375","http://tinyurl.com/qb65gak"
"602","2015-6-10 13:35:00","Hurto/Robo","Llegando a mi casa parÃ³ una moto, bajÃ³ un tipo robusto de tez medio morocha con casco y me saco la cartera, luego corriÃ³ hacia la moto y se fue enseguida. La moto era grande y negra","-34.63402006156741","-58.68963003158569","http://tinyurl.com/nzzktyh"
"603","2015-6-10 12:25:00","Hurto/Robo","Saliendo de La Torcaza que habÃ­a ido a representar a la E.S. 13 por los torneos bonaerenses, mi hijo es abordado por 5 chicos con cuchillos que le roban mochila, celular y las 2 camperas","-34.63388764625","-58.69410395625","http://tinyurl.com/psafc4w"
"604","2015-6-10 12:30:00","Robo con Arma","A mi hijo al salir de La Torcaza, de los torneos bonaerenses, 5 chicos con cuchillo le roban mochila, celular y 2 camperas. No habÃ­a policias cuidando a los chicos que participaban del even","-34.638424955034516","-58.69518756866455","http://tinyurl.com/ohq72e4"
"605","2015-6-11 20:00:00","Hurto/Robo","Me robaron el celular motochorros, venia caminando y me lo arrebataron.","-34.5996291374851","-58.392548561096184","http://tinyurl.com/pqotg42"
"606","2015-6-11 22:05:00","Hurto/Robo","Robo vehÃ­culo tipo jeep","-33.39651486810856","-70.54166793823242","http://tinyurl.com/q4mn7ok"
"607","2015-6-18 13:30:00","Hurto/Robo","En. Videla y Carabobo. SubiÃ³ una moto a la vereda e intentÃ³ robarle el celular a mi hija ella le dijo que no se lo daba Ã‰l intento dacarselo y","-36.323287","-65.005171","http://tinyurl.com/pjgb9ag"
"608","2015-6-15 20:00:00","Robo con Arma","Una moto negra con dos individuos ingresan contramano por la calle OmbÃº desde Olazabal e intersectan a un joven en moto, le quitan casco, mochila, y pertenencias. No le robaron la moto y se","-34.6614078174748","-58.67580592632293","http://tinyurl.com/ow2fjnb"
"609","2015-6-17 15:00:00","Hurto/Robo","Intentaron entrar a mi casa. Mi madre lo alertÃ² y llamo al comando, vinieron enseguida pero no los agarraron. A la hora me entero que robaron a la vuelta, osea que seguian dando vueltas y n","-34.661451941265774","-58.67572546005248","http://tinyurl.com/pg8mdy9"
"610","2015-7-7 21:05:00","Hurto/Robo","Un delincuente muerto y 2 heridos, en intento de robo de automotor. ","-34.64307676287323","-58.56757879257202","http://tinyurl.com/pm4ufs5"
"611","2015-7-10 14:48:00","Hurto/Robo","motochorros intentaron arrebatar una cartera. la mujer grito y corrio evitando el hecho.","-36.03133177633187","-63.28125","http://tinyurl.com/pz282bv"
"612","2015-7-11 13:00:00","Hurto/Robo","Robo en carnicerÃ­a Las Primas,  El delincuente era un hombre de alrededor de 50 aÃ±os, rubio canoso con buena presencia","-34.6444978513718","-58.556839227676384","http://tinyurl.com/qafwhaj"
